Bestwina	2402022	2244402022	22.9983	%	2004			-22.9983
Będków	1016022	1101716022	17.525	%	2004			-17.525
Będzin	2401011	2245001011	18.9615	%	2004			-18.9615
Będzino	3209012	4326309012	13.5208	%	2004			-13.5208
Biała	1610013	5163110013	11.0929	%	2004			-11.0929
Biała	1017012	1101817012	17.8738	%	2004			-17.8738
Białaczów	1007012	1101707012	15.2789	%	2004			-15.2789
Biała Piska	2816013	6285516013	12.9306	%	2004			-12.9306
Biała Podlaska-miasto	661011	3060961011	21.1428	%	2004			-21.1428
Biała Podlaska-wieś	601032	3060901032	18.5585	%	2004			-18.5585
Biała Rawska	1013023	1101913023	15.4939	%	2004			-15.4939
Białe Błota	403012	6040603012	16.4266	%	2004			-16.4266
Białobrzegi	1810022	3183510022	18.4428	%	2004			-18.4428
Białobrzegi	1401013	1142701013	15.9113	%	2004			-15.9113
Białogard-miasto	3201011	4326301011	18.0182	%	2004			-18.0182
Białogard-wieś	3201022	4326301022	9.3	%	2004			-9.3
Białołęka - dzielnica	1465038	1142865038	19.4997	%	2004			-19.4997
Białopole	603022	3061003022	17.8412	%	2004			-17.8412
Białośliwie	3019022	4306019022	19.84	%	2004			-19.84
Białowieża	2005022	3203805022	14.9027	%	2004			-14.9027
Białystok	2061011	3203761011	24.9565	%	2004			-24.9565
Biały Bór	3215033	4326315033	12.7376	%	2004			-12.7376
Biały Dunajec	1217022	2122217022	13.2341	%	2004			-13.2341
Biecz	1205023	2122205023	17.0589	%	2004			-17.0589
Bielany	1429022	1142629022	25.4394	%	2004			-25.4394
Bielany - dzielnica	1465048	1142865048	24.0004	%	2004			-24.0004
Bielawa	202011	5020302011	17.9519	%	2004			-17.9519
Bielawy	1005022	1101905022	16.4021	%	2004			-16.4021
Bielice	3212012	4326412012	11.8251	%	2004			-11.8251
Bieliny	2604012	3265204012	12.3111	%	2004			-12.3111
Bielsk	1419012	1142519012	14.1212	%	2004			-14.1212
Bielsko-Biała	2461011	2244461011	29.5069	%	2004			-29.5069
Bielsk Podlaski-miasto	2003011	3203803011	14.8103	%	2004			-14.8103
Bielsk Podlaski-wieś	2003032	3203803032	9.8411	%	2004			-9.8411
Bierawa	1603022	5163203022	11.4199	%	2004			-11.4199
Bieruń	2414011	2245114011	20.715	%	2004			-20.715
Bierutów	214023	5020414023	14.2218	%	2004			-14.2218
Bierzwnik	3202012	4326402012	13.1231	%	2004			-13.1231
Biesiekierz	3209022	4326309022	15.0781	%	2004			-15.0781
Bieżuń	1437013	1142537013	14.3388	%	2004			-14.3388
Biłgoraj-miasto	602011	3061002011	20.2338	%	2004			-20.2338
Biłgoraj-wieś	602032	3061002032	17.3756	%	2004			-17.3756
Bircza	1813012	3183413012	19.75	%	2004			-19.75
Biskupice	1219012	2122019012	16.2262	%	2004			-16.2262
Biskupiec	2814023	6285614023	16.1328	%	2004			-16.1328
Biskupiec	2812022	6285412022	16.6916	%	2004			-16.6916
Biszcza	602042	3061002042	18.6637	%	2004			-18.6637
Bisztynek	2801043	6285601043	8.4154	%	2004			-8.4154
Blachownia	2404013	2244604013	18.3403	%	2004			-18.3403
Bledzew	803012	4081303012	12.4593	%	2004			-12.4593
Blizanów	3007012	4305707012	14.3529	%	2004			-14.3529
Bliżyn	2610022	3265210022	13.2108	%	2004			-13.2108
Błaszki	1014023	1101814023	15.5909	%	2004			-15.5909
Błażowa	1816023	3183516023	22.5466	%	2004			-22.5466
Błędów	1406022	1143006022	22.2205	%	2004			-22.2205
Błonie	1432013	1143032013	19.7759	%	2004			-19.7759
Bobolice	3209033	4326309033	13.6777	%	2004			-13.6777
Bobowa	1205032	2122205032	24.2729	%	2004			-24.2729
Bobowo	2213042	6224213042	16.691	%	2004			-16.691
Bobrowice	802022	4081402022	13.0279	%	2004			-13.0279
Bobrowniki	408022	6040808022	14.7253	%	2004			-14.7253
Bobrowniki	2401042	2245001042	19.9147	%	2004			-19.9147
Bobrowo	402022	6040702022	14.3148	%	2004			-14.3148
Bochnia-miasto	1201011	2122001011	27.0142	%	2004			-27.0142
Bochnia-wieś	1201022	2122001022	15.9188	%	2004			-15.9188
Boćki	2003042	3203803042	15.3421	%	2004			-15.3421
Bodzanów	1419022	1142519022	12.9752	%	2004			-12.9752
Bodzechów	2607032	3265207032	13.885	%	2004			-13.885
Bodzentyn	2604023	3265204023	13.5261	%	2004			-13.5261
Bogatynia	225033	5020125033	15.6077	%	2004			-15.6077
Bogdaniec	801022	4081301022	13.8455	%	2004			-13.8455
Bogoria	2612012	3265312012	13.1659	%	2004			-13.1659
Boguchwała	1816032	3183516032	28.2541	%	2004			-28.2541
Boguszów-Gorce	221011	5020321011	14.8601	%	2004			-14.8601
Boguty-Pianki	1416032	1142616032	23.2428	%	2004			-23.2428
Bojadła	809022	4081409022	12.9471	%	2004			-12.9471
Bojanowo	3022013	4305922013	15.9158	%	2004			-15.9158
Bojanów	1818022	3183618022	17.7623	%	2004			-17.7623
Bojszowy	2414042	2245114042	27.5114	%	2004			-27.5114
Bolesław	1212032	2122312032	12.2037	%	2004			-12.2037
Bolesław	1204012	2122404012	21.115	%	2004			-21.115
Bolesławiec	1018012	1101818012	17.9519	%	2004			-17.9519
Bolesławiec-miasto	201011	5020101011	20.0703	%	2004			-20.0703
Bolesławiec-wieś	201022	5020101022	15.2429	%	2004			-15.2429
Boleszkowice	3210022	4326410022	13.7602	%	2004			-13.7602
Bolimów	1015012	1101915012	13.1695	%	2004			-13.1695
Bolków	205023	5020105023	16.7169	%	2004			-16.7169
Boniewo	418032	6040818032	11.8896	%	2004			-11.8896
Borek Wielkopolski	3004013	4305904013	12.4374	%	2004			-12.4374
Borki	615022	3060915022	18.0182	%	2004			-18.0182
Borkowice	1423012	1142723012	18.189	%	2004			-18.189
Borne Sulinowo	3215043	4326315043	16.6791	%	2004			-16.6791
Boronów	2407022	2244507022	18.6228	%	2004			-18.6228
Borowa	1811022	3183611022	18.738	%	2004			-18.738
Borowie	1403032	1142903032	15.9446	%	2004			-15.9446
Borów	217012	5020417012	19.0637	%	2004			-19.0637
Borzechów	609022	3061109022	19.5774	%	2004			-19.5774
Borzęcin	1202012	2122402012	18.7832	%	2004			-18.7832
Borzytuchom	2201012	6224101012	18.8039	%	2004			-18.8039
Bralin	3008022	4305708022	20.9219	%	2004			-20.9219
Branice	1602022	5163202022	15.5853	%	2004			-15.5853
Braniewo-miasto	2802011	6285402011	17.5347	%	2004			-17.5347
Braniewo-wieś	2802022	6285402022	11.2164	%	2004			-11.2164
Brańsk-miasto	2003021	3203803021	25.5962	%	2004			-25.5962
Brańsk-wieś	2003052	3203803052	29.8192	%	2004			-29.8192
Brańszczyk	1435012	1142635012	16.3457	%	2004			-16.3457
Brąszewice	1014032	1101814032	19.4487	%	2004			-19.4487
Brenna	2403042	2244403042	18.835	%	2004			-18.835
Brochów	1428022	1143028022	9.9013	%	2004			-9.9013
Brodnica	3026012	4306126012	15.6935	%	2004			-15.6935
Brodnica-miasto	402011	6040702011	17.7356	%	2004			-17.7356
Brodnica-wieś	402032	6040702032	13.6167	%	2004			-13.6167
Brody	2611022	3265211022	12.6052	%	2004			-12.6052
Brody	811032	4081411032	14.1962	%	2004			-14.1962
Brojce	3205012	4326405012	9.6685	%	2004			-9.6685
Brok	1416043	1142616043	18.7719	%	2004			-18.7719
Brójce	1006032	1101506032	16.3117	%	2004			-16.3117
Brudzeń Duży	1419032	1142519032	17.9355	%	2004			-17.9355
Brudzew	3027022	4305827022	12.2244	%	2004			-12.2244
Brusy	2202023	6224102023	20.9709	%	2004			-20.9709
Brwinów	1421033	1143021033	28.631	%	2004			-28.631
Brzeg	1601011	5163101011	22.2105	%	2004			-22.2105
Brzeg Dolny	222013	5020422013	18.2949	%	2004			-18.2949
Brzesko	1202023	2122402023	24.3613	%	2004			-24.3613
Brzeszcze	1213023	2122313023	21.2366	%	2004			-21.2366
Brześć Kujawski	418043	6040818043	12.5883	%	2004			-12.5883
Brzeziny	3007022	4305707022	14.2307	%	2004			-14.2307
Brzeziny-miasto	1021011	1101521011	17.4888	%	2004			-17.4888
Brzeziny-wieś	1021022	1101521022	16.7582	%	2004			-16.7582
Brzeźnica	810032	4081410032	19.3774	%	2004			-19.3774
Brzeźnica	1218022	2122318022	15.0773	%	2004			-15.0773
Brzeźnio	1014042	1101814042	18.3501	%	2004			-18.3501
Brzeżno	3216022	4326316022	16.1468	%	2004			-16.1468
Brzostek	1803022	3183603022	19.6888	%	2004			-19.6888
Brzozie	402042	6040702042	16.9358	%	2004			-16.9358
Brzozów	1802013	3183302013	16.4187	%	2004			-16.4187
Brzuze	412022	6040812022	13.1003	%	2004			-13.1003
Brzyska	1805022	3183305022	11.8946	%	2004			-11.8946
Buczek	1003012	1101803012	12.2912	%	2004			-12.2912
Buczkowice	2402032	2244402032	22.5702	%	2004			-22.5702
Budry	2819012	6285519012	10.8814	%	2004			-10.8814
Budziszewice	1016032	1101716032	19.0582	%	2004			-19.0582
Budzów	1215032	2122315032	12.3533	%	2004			-12.3533
Budzyń	3001022	4306001022	19.6577	%	2004			-19.6577
Buk	3021033	4306121033	20.8653	%	2004			-20.8653
Bukowiec	414012	6040714012	14.6411	%	2004			-14.6411
Bukowina Tatrzańska	1217032	2122217032	22.2678	%	2004			-22.2678
Bukowno	1212011	2122312011	15.8155	%	2004			-15.8155
Bukowsko	1817032	3183317032	18.4224	%	2004			-18.4224
Bulkowo	1419042	1142519042	16.2093	%	2004			-16.2093
Burzenin	1014052	1101814052	14.8124	%	2004			-14.8124
Busko-Zdrój	2601013	3265301013	17.4766	%	2004			-17.4766
Bychawa	609033	3061109033	17.0316	%	2004			-17.0316
Byczyna	1604013	5163104013	13.4352	%	2004			-13.4352
Bydgoszcz	461011	6040661011	25.0623	%	2004			-25.0623
Bystra-Sidzina	1215042	2122315042	19.9956	%	2004			-19.9956
Bystrzyca Kłodzka	208063	5020308063	18.2708	%	2004			-18.2708
Bytnica	802032	4081402032	11.1861	%	2004			-11.1861
Bytom	2462011	2244562011	18.4749	%	2004			-18.4749
Bytom Odrzański	804023	4081404023	16.6544	%	2004			-16.6544
Bytoń	411022	6040811022	12.7037	%	2004			-12.7037
Bytów	2201023	6224101023	19.4117	%	2004			-19.4117
Cedry Wielkie	2204022	6224004022	13.4667	%	2004			-13.4667
Cedynia	3206023	4326606023	6.587	%	2004			-6.587
Cegłów	1412042	1142912042	17.1266	%	2004			-17.1266
Cekcyn	416012	6040716012	20.3467	%	2004			-20.3467
Ceków-Kolonia	3007032	4305707032	11.9187	%	2004			-11.9187
Celestynów	1417032	1142917032	22.0844	%	2004			-22.0844
Ceranów	1429032	1142629032	14.972	%	2004			-14.972
Cewice	2208032	6224108032	16.1626	%	2004			-16.1626
Charsznica	1208012	2122008012	13.9487	%	2004			-13.9487
Chąśno	1005032	1101905032	20.273	%	2004			-20.273
Chełmek	1213033	2122313033	19.5093	%	2004			-19.5093
Chełmiec	1210022	2122210022	22.1601	%	2004			-22.1601
Chełm-miasto	662011	3061062011	18.9971	%	2004			-18.9971
Chełmno-miasto	404011	6040704011	17.1998	%	2004			-17.1998
Chełmno-wieś	404022	6040704022	11.7616	%	2004			-11.7616
Chełm-wieś	603032	3061003032	15.5751	%	2004			-15.5751
Chełmża-miasto	415011	6040615011	13.9275	%	2004			-13.9275
Chełmża-wieś	415022	6040615022	12.7048	%	2004			-12.7048
Chełm Śląski	2414052	2245114052	21.8886	%	2004			-21.8886
Chęciny	2604033	3265204033	14.5011	%	2004			-14.5011
Chlewiska	1430012	1142730012	15.8838	%	2004			-15.8838
Chłopice	1804032	3183404032	20.329	%	2004			-20.329
Chmielnik	2604043	3265204043	18.681	%	2004			-18.681
Chmielnik	1816042	3183516042	41.4801	%	2004			-41.4801
Chmielno	2205012	6224005012	25.9545	%	2004			-25.9545
Choceń	418052	6040818052	11.9177	%	2004			-11.9177
Chocianów	216013	5020216013	17.5847	%	2004			-17.5847
Chociwel	3214023	4326414023	14.3069	%	2004			-14.3069
Chocz	3020012	4305720012	15.6407	%	2004			-15.6407
Choczewo	2215042	6224015042	14.6224	%	2004			-14.6224
Chodecz	418063	6040818063	11.8449	%	2004			-11.8449
Chodel	612012	3061212012	15.815	%	2004			-15.815
Chodów	3009032	4305809032	13.0748	%	2004			-13.0748
Chodzież-miasto	3001011	4306001011	21.9106	%	2004			-21.9106
Chodzież-wieś	3001032	4306001032	19.8421	%	2004			-19.8421
Chojna	3206033	4326606033	16.5416	%	2004			-16.5416
Chojnice-miasto	2202011	6224102011	20.0351	%	2004			-20.0351
Chojnice-wieś	2202032	6224102032	17.3204	%	2004			-17.3204
Chojnów-miasto	209011	5020209011	15.6891	%	2004			-15.6891
Chojnów-wieś	209022	5020209022	14.7652	%	2004			-14.7652
Chorkówka	1807012	3183307012	20.5641	%	2004			-20.5641
Choroszcz	2002013	3203702013	17.9622	%	2004			-17.9622
Chorzele	1422023	1142622023	21.2362	%	2004			-21.2362
Chorzów	2463011	2244863011	22.398	%	2004			-22.398
Choszczno	3202023	4326402023	13.5486	%	2004			-13.5486
Chotcza	1409012	1142709012	12.072	%	2004			-12.072
Chrostkowo	408032	6040808032	11.295	%	2004			-11.295
Chrzanów	605022	3061205022	25.1239	%	2004			-25.1239
Chrzanów	1203033	2122303033	20.3289	%	2004			-20.3289
Chrząstowice	1609012	5163209012	10.5752	%	2004			-10.5752
Chrzypsko Wielkie	3014012	4305914012	17.3966	%	2004			-17.3966
Chybie	2403052	2244403052	21.8305	%	2004			-21.8305
Chynów	1406032	1143006032	14.6438	%	2004			-14.6438
Ciasna	2407032	2244507032	13.2085	%	2004			-13.2085
Ciechanowiec	2013023	3203813023	16.946	%	2004			-16.946
Ciechanów-miasto	1402011	1142502011	19.2823	%	2004			-19.2823
Ciechanów-wieś	1402022	1142502022	13.0541	%	2004			-13.0541
Ciechocin	405022	6040705022	14.6459	%	2004			-14.6459
Ciechocinek	401021	6040801021	28.0489	%	2004			-28.0489
Cielądz	1013032	1101913032	14.4541	%	2004			-14.4541
Ciepielów	1409022	1142709022	18.5027	%	2004			-18.5027
Ciepłowody	224022	5020324022	13.2359	%	2004			-13.2359
Cieszanów	1809023	3183409023	26.6587	%	2004			-26.6587
Cieszków	213012	5020413012	17.5788	%	2004			-17.5788
Cieszyn	2403011	2244403011	27.7498	%	2004			-27.7498
Ciężkowice	1216013	2122416013	19.4559	%	2004			-19.4559
Cisek	1603032	5163203032	7.2756	%	2004			-7.2756
Cisna	1821022	3183321022	17.5912	%	2004			-17.5912
Cmolas	1806012	3183506012	17.4372	%	2004			-17.4372
Cybinka	805013	4081305013	10.8077	%	2004			-10.8077
Cyców	610012	3061110012	16.4198	%	2004			-16.4198
Czajków	3018012	4305718012	14.7617	%	2004			-14.7617
Czaplinek	3203013	4326303013	12.8268	%	2004			-12.8268
Czarna	1803032	3183603032	20.8742	%	2004			-20.8742
Czarna	1801032	3183301032	19.4642	%	2004			-19.4642
Czarna	1810032	3183510032	22.3739	%	2004			-22.3739
Czarna Białostocka	2002023	3203702023	16.3802	%	2004			-16.3802
Czarna Dąbrówka	2201032	6224101032	15.9027	%	2004			-15.9027
Czarna Woda	2213011	6224213011	24.4034	%	2004			-24.4034
Czarne	2203023	6224103023	14.8901	%	2004			-14.8901
Czarnia	1415022	1142615022	17.2547	%	2004			-17.2547
Czarnków-miasto	3002011	4306002011	23.0111	%	2004			-23.0111
Czarnków-wieś	3002022	4306002022	18.9255	%	2004			-18.9255
Czarnocin	2603022	3265303022	20.0916	%	2004			-20.0916
Czarnocin	1010022	1101710022	16.1728	%	2004			-16.1728
Czarnożyły	1017022	1101817022	18.486	%	2004			-18.486
Czarny Bór	221042	5020321042	16.6214	%	2004			-16.6214
Czarny Dunajec	1211032	2122211032	25.315	%	2004			-25.315
Czastary	1018022	1101818022	17.5422	%	2004			-17.5422
Czchów	1202033	2122402033	24.4174	%	2004			-24.4174
Czechowice-Dziedzice	2402043	2244402043	23.452	%	2004			-23.452
Czeladź	2401021	2245001021	18.9957	%	2004			-18.9957
Czemierniki	615032	3060915032	32.9131	%	2004			-32.9131
Czempiń	3011023	4305911023	18.5009	%	2004			-18.5009
Czeremcha	2005032	3203805032	11.9266	%	2004			-11.9266
Czermin	1811032	3183611032	13.6956	%	2004			-13.6956
Czermin	3020022	4305720022	17.5901	%	2004			-17.5901
Czernica	223012	5020423012	20.6723	%	2004			-20.6723
Czernice Borowe	1422032	1142622032	17.9042	%	2004			-17.9042
Czernichów	2417022	2244417022	24.3493	%	2004			-24.3493
Czernichów	1206012	2122006012	12.5436	%	2004			-12.5436
Czerniejewo	3003023	4305803023	20.7103	%	2004			-20.7103
Czerniewice	1016042	1101716042	18.5347	%	2004			-18.5347
Czernikowo	415032	6040615032	10.8235	%	2004			-10.8235
Czersk	2202043	6224102043	18.298	%	2004			-18.298
Czerwieńsk	809033	4081409033	13.312	%	2004			-13.312
Czerwin	1415032	1142615032	19.6361	%	2004			-19.6361
Czerwińsk nad Wisłą	1420042	1142520042	7.5401	%	2004			-7.5401
Czerwionka-Leszczyny	2412013	2244912013	17.6973	%	2004			-17.6973
Czerwonak	3021042	4306121042	22.7782	%	2004			-22.7782
Czerwonka	1411022	1142611022	13.3072	%	2004			-13.3072
Częstochowa	2464011	2244664011	22.2221	%	2004			-22.2221
Człopa	3217023	4326317023	12.7259	%	2004			-12.7259
Człuchów-miasto	2203011	6224103011	23.7667	%	2004			-23.7667
Człuchów-wieś	2203032	6224103032	14.9033	%	2004			-14.9033
Czorsztyn	1211042	2122211042	16.6797	%	2004			-16.6797
Czosnów	1414022	1142914022	18.5073	%	2004			-18.5073
Czudec	1819012	3183519012	23.0216	%	2004			-23.0216
Czyże	2005042	3203805042	10.9356	%	2004			-10.9356
Czyżew-Osada	2013032	3203813032	18.5079	%	2004			-18.5079
Ćmielów	2607043	3265207043	14.1786	%	2004			-14.1786
Daleszyce	2604052	3265204052	10.773	%	2004			-10.773
Dalików	1011012	1101811012	18.289	%	2004			-18.289
Damasławek	3028022	4306028022	22.2683	%	2004			-22.2683
Damnica	2212022	6224112022	10.3836	%	2004			-10.3836
Darłowo-miasto	3213011	4326313011	16.8254	%	2004			-16.8254
Darłowo-wieś	3213032	4326313032	19.0386	%	2004			-19.0386
Daszyna	1004022	1101904022	18.6704	%	2004			-18.6704
Dąbie	802042	4081402042	12.878	%	2004			-12.878
Dąbie	3009043	4305809043	17.0193	%	2004			-17.0193
Dąbrowa	409012	6040809012	14.8906	%	2004			-14.8906
Dąbrowa	1609022	5163209022	14.9314	%	2004			-14.9314
Dąbrowa Białostocka	2011013	3203711013	16.2849	%	2004			-16.2849
Dąbrowa Biskupia	407022	6040807022	11.305	%	2004			-11.305
Dąbrowa Chełmińska	403022	6040603022	13.0114	%	2004			-13.0114
Dąbrowa Górnicza	2465011	2245065011	17.2649	%	2004			-17.2649
Dąbrowa Tarnowska	1204023	2122404023	19.305	%	2004			-19.305
Dąbrowa Zielona	2404022	2244604022	12.3837	%	2004			-12.3837
Dąbrowice	1002032	1101902032	15.1533	%	2004			-15.1533
Dąbrówka	1434052	1142934052	14.9678	%	2004			-14.9678
Dąbrówno	2815022	6285415022	12.4851	%	2004			-12.4851
Debrzno	2203043	6224103043	15.2432	%	2004			-15.2432
Deszczno	801032	4081301032	14.4816	%	2004			-14.4816
Dębe Wielkie	1412052	1142912052	15.6018	%	2004			-15.6018
Dębica-miasto	1803011	3183603011	23.2323	%	2004			-23.2323
Dębica-wieś	1803042	3183603042	20.0616	%	2004			-20.0616
Dęblin	616011	3061216011	18.4041	%	2004			-18.4041
Dębnica Kaszubska	2212032	6224112032	12.8658	%	2004			-12.8658
Dębno	3210033	4326410033	16.1004	%	2004			-16.1004
Dębno	1202042	2122402042	21.237	%	2004			-21.237
Dębowa Kłoda	613012	3060913012	18.5558	%	2004			-18.5558
Dębowa Łąka	417022	6040717022	14.1389	%	2004			-14.1389
Dębowiec	1805032	3183305032	24.1247	%	2004			-24.1247
Dębowiec	2403062	2244403062	18.937	%	2004			-18.937
Długołęka	223022	5020423022	17.2706	%	2004			-17.2706
Długosiodło	1435022	1142635022	14.0173	%	2004			-14.0173
Dłutów	1008032	1101508032	13.0178	%	2004			-13.0178
Dmosin	1021032	1101521032	18.5448	%	2004			-18.5448
Dobczyce	1209013	2122009013	17.9861	%	2004			-17.9861
Dobiegniew	806013	4081306013	12.6316	%	2004			-12.6316
Dobra	3027033	4305827033	15.5196	%	2004			-15.5196
Dobra	1207032	2122207032	18.5517	%	2004			-18.5517
Dobra	3218013	4326418013	8.8513	%	2004			-8.8513
Dobra (Szczecińska)	3211012	4326611012	21.77	%	2004			-21.77
Dobrcz	403032	6040603032	16.9027	%	2004			-16.9027
Dobre	411032	6040811032	13.5635	%	2004			-13.5635
Dobre	1412062	1142912062	15.8958	%	2004			-15.8958
Dobre Miasto	2814033	6285614033	15.2491	%	2004			-15.2491
Dobrodzień	1608013	5163208013	9.4979	%	2004			-9.4979
Dobromierz	219032	5020319032	14.0806	%	2004			-14.0806
Dobroń	1008042	1101508042	21.4782	%	2004			-21.4782
Dobroszyce	214032	5020414032	11.7738	%	2004			-11.7738
Dobryszyce	1012022	1101712022	13.5092	%	2004			-13.5092
Dobrzany	3214033	4326414033	10.6956	%	2004			-10.6956
Dobrzeń Wielki	1609032	5163209032	12.4154	%	2004			-12.4154
Dobrzyca	3020032	4305720032	17.4228	%	2004			-17.4228
Dobrzyniewo Duże	2002032	3203702032	14.8303	%	2004			-14.8303
Dobrzyń nad Wisłą	408043	6040808043	11.5292	%	2004			-11.5292
Dolice	3214042	4326414042	13.126	%	2004			-13.126
Dolsk	3026023	4306126023	13.1889	%	2004			-13.1889
Dołhobyczów	604022	3061004022	18.3541	%	2004			-18.3541
Domanice	1426012	1142626012	21.8227	%	2004			-21.8227
Domaniewice	1005042	1101905042	17.1959	%	2004			-17.1959
Domaniów	215022	5020415022	18.3623	%	2004			-18.3623
Domaradz	1802022	3183302022	11.4983	%	2004			-11.4983
Domaszowice	1606012	5163106012	31.1387	%	2004			-31.1387
Dominowo	3025012	4306125012	19.7833	%	2004			-19.7833
Dopiewo	3021052	4306121052	20.8726	%	2004			-20.8726
Dorohusk	603042	3061003042	14.4688	%	2004			-14.4688
Doruchów	3018022	4305718022	20.79	%	2004			-20.79
Dragacz	414022	6040714022	14.9327	%	2004			-14.9327
Drawno	3202033	4326402033	13.7176	%	2004			-13.7176
Drawsko	3002032	4306002032	15.7709	%	2004			-15.7709
Drawsko Pomorskie	3203023	4326303023	15.9157	%	2004			-15.9157
Drelów	601042	3060901042	15.8137	%	2004			-15.8137
Drezdenko	806023	4081306023	14.403	%	2004			-14.403
Drobin	1419053	1142519053	13.8448	%	2004			-13.8448
Drohiczyn	2010023	3203810023	17.6564	%	2004			-17.6564
Drużbice	1001032	1101701032	12.8297	%	2004			-12.8297
Drwinia	1201032	2122001032	14.3007	%	2004			-14.3007
Drzewica	1007023	1101707023	19.4413	%	2004			-19.4413
Drzycim	414032	6040714032	15.9252	%	2004			-15.9252
Dubeninki	2818022	6285518022	9.2456	%	2004			-9.2456
Dubicze Cerkiewne	2005052	3203805052	9.0105	%	2004			-9.0105
Dubiecko	1813022	3183413022	14.8385	%	2004			-14.8385
Dubienka	603052	3061003052	17.0101	%	2004			-17.0101
Dukla	1807023	3183307023	15.8376	%	2004			-15.8376
Duszniki	3024022	4306124022	18.7643	%	2004			-18.7643
Duszniki-Zdrój	208011	5020308011	18.8747	%	2004			-18.8747
Dwikozy	2609022	3265309022	10.0148	%	2004			-10.0148
Dydnia	1802032	3183302032	15.9948	%	2004			-15.9948
Dygowo	3208022	4326308022	12.5153	%	2004			-12.5153
Dynów-miasto	1816011	3183516011	28.8302	%	2004			-28.8302
Dynów-wieś	1816052	3183516052	14.265	%	2004			-14.265
Dywity	2814042	6285614042	20.6687	%	2004			-20.6687
Dziadkowice	2010032	3203810032	17.933	%	2004			-17.933
Dziadowa Kłoda	214042	5020414042	12.6608	%	2004			-12.6608
Działdowo-miasto	2803011	6285403011	17.114	%	2004			-17.114
Działdowo-wieś	2803022	6285403022	14.5986	%	2004			-14.5986
Działoszyce	2608013	3265308013	14.5553	%	2004			-14.5553
Działoszyn	1009013	1101809013	12.2674	%	2004			-12.2674
Dziemiany	2206022	6224206022	22.1177	%	2004			-22.1177
